Empresa,RIF,ORD-04-11-SOL,ORD-04-11-MON,OTRO-04-11-SOL,OTRO-04-11-MON,Sol,Mon
DISTRIBUIDORA SEND ELECTRONINC  C.A.,J-309964429,82,"$2,872,784",0,$0,82,"$2,872,784"
DISTRIBUIDORA SERINAL C.A.,J-298902469,0,$0,0,$0,0,$0
DISTRIBUIDORA SERRA CA,J-003623741,6,"$212,663",0,$0,6,"$212,663"
"DISTRIBUIDORA SILLAS CALIFORNIA, C.A.",J-001944796,26,"$2,954,217",0,$0,26,"$2,954,217"
DISTRIBUIDORA SINERGIA INTEGRAL C.A.,J-294420907,11,"$352,702",0,$0,11,"$352,702"
DISTRIBUIDORA SINOTEST MEDICA C.A.,J-310991120,3,"$1,821,298",0,$0,3,"$1,821,298"
DISTRIBUIDORA SK I C.A,J-305886172,143,"$7,956,766",0,$0,143,"$7,956,766"
DISTRIBUIDORA SOLO INTIMIDADES C.A.,J-310405670,17,"$2,976,022",0,$0,17,"$2,976,022"
DISTRIBUIDORA SOLREAL TEX C.A.,J-304959656,109,"$5,743,891",0,$0,109,"$5,743,891"
"DISTRIBUIDORA SST 21, C.A.",J-312148691,113,"$1,691,415",0,$0,113,"$1,691,415"
"DISTRIBUIDORA STEFANNI CHH, C.A.",J-312298278,25,"$3,464,377",0,$0,25,"$3,464,377"
"DISTRIBUIDORA SUBECA, C.A.",J-003564834,121,"$6,283,381",0,$0,121,"$6,283,381"
DISTRIBUIDORA SUDAMERIC 2080 C.A,J-311596810,23,"$434,220",0,$0,23,"$434,220"
"DISTRIBUIDORA SUN SOUND, C.A.",J-315514583,7,"$964,585",0,$0,7,"$964,585"
DISTRIBUIDORA SUPLEMENTOS PARA MASCOTAS C.A.,J-311191100,0,$0,0,$0,0,$0
"DISTRIBUIDORA SUPLIPARTES IMSUPLI,C.A.",J-311317546,90,"$4,443,342",0,$0,90,"$4,443,342"
"DISTRIBUIDORA SURAM, C.A.",J-001383654,134,"$2,863,057",0,$0,134,"$2,863,057"
"DISTRIBUIDORA SURTI-IMPORT, C.A.",J-312029307,70,"$10,851,822",0,$0,70,"$10,851,822"
"DISTRIBUIDORA T.A.,C.A",J-302590159,46,"$1,207,298",0,$0,46,"$1,207,298"
DISTRIBUIDORA TANGER,J-309968750,30,"$4,867,706",0,$0,30,"$4,867,706"
"DISTRIBUIDORA TEAM STARTS, C.A.",J-315555875,30,"$1,741,894",0,$0,30,"$1,741,894"
DISTRIBUIDORA TECNICON C.A.,J-307045841,53,"$2,751,061",0,$0,53,"$2,751,061"
DISTRIBUIDORA TECNOLOGICA C.A.,J-313457701,4,"$195,489",0,$0,4,"$195,489"
DISTRIBUIDORA TELEGRE C.A.,J-305879435,6,"$1,145,190",0,$0,6,"$1,145,190"
"DISTRIBUIDORA TEXMUNDIAL, C.A.",J-301898184,38,"$800,153",0,$0,38,"$800,153"
DISTRIBUIDORA TEXTIMUNDO,J-313095915,127,"$11,339,993",0,$0,127,"$11,339,993"
DISTRIBUIDORA TINGO,J-300032310,86,"$3,316,756",0,$0,86,"$3,316,756"
"DISTRIBUIDORA TOJO-AGRO, C.A.",J-312706295,8,"$657,253",0,$0,8,"$657,253"
DISTRIBUIDORA TORREMOLINOS C.A.,J-313681962,17,"$1,427,918",0,$0,17,"$1,427,918"
"DISTRIBUIDORA TREBOL, C.A.",J-317129130,1,"$2,304",0,$0,1,"$2,304"
"DISTRIBUIDORA TREHER, C.A.",J-305507082,19,"$619,051",0,$0,19,"$619,051"
"DISTRIBUIDORA TRIPAN, C.A.",J-312964812,1,"$32,782",0,$0,1,"$32,782"
"DISTRIBUIDORA TU BICI, C.A.",J-293650330,37,"$3,269,155",0,$0,37,"$3,269,155"
DISTRIBUIDORA TYSA C.A.,J-311506519,202,"$6,902,956",0,$0,202,"$6,902,956"
"DISTRIBUIDORA ULTRA DENTAL 2000, C.A",J-309886134,290,"$44,153,528",0,$0,290,"$44,153,528"
"DISTRIBUIDORA UNIMAT,C.A.",J-311099646,141,"$12,199,855",0,$0,141,"$12,199,855"
DISTRIBUIDORA UNIVERSAL,J-303056377,78,"$1,613,412",0,$0,78,"$1,613,412"
DISTRIBUIDORA UNIVERSAL KIA; C.A.,J-003279536,636,"$233,539,308",0,$0,636,"$233,539,308"
"DISTRIBUIDORA UNIVERSAL TEXT, C.A.",J-311716076,95,"$5,877,433",0,$0,95,"$5,877,433"
"DISTRIBUIDORA V-KA, C.A.",J-313094560,23,"$1,768,282",0,$0,23,"$1,768,282"
"DISTRIBUIDORA VALENPAS, C.A",J-300915913,13,"$442,868",0,$0,13,"$442,868"
DISTRIBUIDORA VELOVEN C.A.,J-3101915,2,"$38,430",0,$0,2,"$38,430"
"DISTRIBUIDORA VENCOLHILAZAS,S.A.",J-306126260,626,"$26,756,693",0,$0,626,"$26,756,693"
"DISTRIBUIDORA VENEMOTOS, C.A.",J-000115761,698,"$172,541,752",0,$0,698,"$172,541,752"
"DISTRIBUIDORA VENEZOLANA ALBA DE ZARATE, C.A",J-001890840,0,$0,0,$0,0,$0
"DISTRIBUIDORA VENEZOLANA BRAKHA, C.A.",J-000733570,1,"$17,066",0,$0,1,"$17,066"
"DISTRIBUIDORA VENEZOLANA DE CARTON MD, C.A.",J-305464081,93,"$3,217,065",0,$0,93,"$3,217,065"
"DISTRIBUIDORA VENPAR, C.A",J-309247174,2,"$118,377",0,$0,2,"$118,377"
"DISTRIBUIDORA VEROCERAMICA, C.A",J-310680396,29,"$624,502",0,$0,29,"$624,502"
"DISTRIBUIDORA VETERINARIA DEL ZULIA, C.A.",J-298215690,0,$0,0,$0,0,$0
DISTRIBUIDORA VILLA BEDOYA C.A.,J-306541713,6,"$2,610,276",0,$0,6,"$2,610,276"
"DISTRIBUIDORA VILOP, C.A.",J-002738502,18,"$420,528",0,$0,18,"$420,528"
"DISTRIBUIDORA VITALTEX, C.A.",J-003535397,39,"$1,220,041",0,$0,39,"$1,220,041"
DISTRIBUIDORA WILVEN C.A.,J-305810699,285,"$22,478,399",0,$0,285,"$22,478,399"
"DISTRIBUIDORA WORLD TEX,S.A",J-305116547,25,"$1,751,652",0,$0,25,"$1,751,652"
"DISTRIBUIDORA Y ENSAMBLAJES DE VENEZUELA, C.A.",J-309791290,611,"$74,035,940",0,$0,611,"$74,035,940"
"DISTRIBUIDORA Y PROCESADORA DE ALIMENTOS LAFRAN,CA",J-295186967,8,"$12,220,422",0,$0,8,"$12,220,422"
DISTRIBUIDORA Y PROCESADORA DE CARNES C.A,J-309318748,94,"$16,278,848",0,$0,94,"$16,278,848"
DISTRIBUIDORA Y SERVICIOS DE INGENIERIA C.A.,J-308231290,2,"$1,736",0,$0,2,"$1,736"
DISTRIBUIDORA YA XXI C.A.,J-313046477,26,"$1,159,503",0,$0,26,"$1,159,503"
DISTRIBUIDORA YABIMODAS,J-308807664,11,"$953,673",0,$0,11,"$953,673"
DISTRIBUIDORA YAMONCA C.A.,J-301847130,92,"$22,756,758",0,$0,92,"$22,756,758"
DISTRIBUIDORA YOSA C.A.,J-003236365,333,"$14,560,969",0,$0,333,"$14,560,969"
"DISTRIBUIDORAGUATICOBRE C,A.",J-303088139,147,"$7,972,846",0,$0,147,"$7,972,846"
"DISTRIBUIDORES DE GASOLINA DE MARGARITA,C.A",J-300188981,2,"$23,212",0,$0,2,"$23,212"
DISTRIBUIDORES DE OCCIDENTE C.A.,J-303307086,7,"$1,918,708",0,$0,7,"$1,918,708"
"DISTRIBUIDORES DE PRODUCTOS HOMEOPATICOS, S.A.",J-303653448,30,"$1,868,871",0,$0,30,"$1,868,871"
DISTRIBUIDORES INDUSTRIALES CA,J-301163451,32,"$1,696,083",0,$0,32,"$1,696,083"
DISTRIDIXSON C.A,J-305171882,8,"$166,633",0,$0,8,"$166,633"
"DISTRIMACA, C.A.",J-312053836,16,"$941,018",0,$0,16,"$941,018"
DISTRIMIKASA C.A,J-001243305,45,"$1,297,614",0,$0,45,"$1,297,614"
"DISTRIMODAS, C.A.",J-309625268,85,"$4,899,778",0,$0,85,"$4,899,778"
DISTRIOCA C.A.,J-075728270,94,"$5,168,997",0,$0,94,"$5,168,997"
DISTRIQUIM C.A.,J-001411690,577,"$19,870,927",0,$0,577,"$19,870,927"
DISTRITO ENDOGENO PESQUERO PARAGUACHOA,J-317103394,1,"$3,860,730",0,$0,1,"$3,860,730"
"DISTRIVALTOARTICULOS PARA EL HOGAR,C.A",J-001793097,114,"$6,593,237",0,$0,114,"$6,593,237"
DISTRIWIL C.A,J-001243313,106,"$3,067,559",0,$0,106,"$3,067,559"
"DISTULAMA, C.A.",J-307626968,12,"$987,782",0,$0,12,"$987,782"
"DISTVENCOLL, C.A.",J-309274147,32,"$4,348,040",0,$0,32,"$4,348,040"
DISUCOMP C.A,J-311897410,10,"$1,261,611",0,$0,10,"$1,261,611"
"DITARTE 2004, C.A.",J-311040897,5,"$406,421",0,$0,5,"$406,421"
DITEL C.A.,J-302869846,5,"$68,717",0,$0,5,"$68,717"
"DITROMACK, C.A.",J-308299464,2,"$48,833",0,$0,2,"$48,833"
"DIVARVEN, C.A.",J-311909133,80,"$4,175,936",0,$0,80,"$4,175,936"
DIVENEMCA M&C C.A.,J-303357377,124,"$7,435,163",0,$0,124,"$7,435,163"
DKZL C.A,J-313601993,1068,"$157,252,875",0,$0,1068,"$157,252,875"
DM IMPORTACI�N Y SUMINISTROS C.A,J-298259884,2,"$85,387",0,$0,2,"$85,387"
"DMG DE VENEZUELA, C.A.",J-310452385,1,"$29,024",0,$0,1,"$29,024"
DOCUMENTOS MERCANTILES S.A.,J-000919917,1,"$20,646",0,$0,1,"$20,646"
DOLAR STORE DON TODO,J-306047638,244,"$4,998,519",0,$0,244,"$4,998,519"
"DOMANI, C.A.",J-309153358,5,"$104,520",0,$0,5,"$104,520"
"DOMINGO SANCHEZ, C. A.",J-305140251,14,"$313,362",0,$0,14,"$313,362"
DOMINGUEZ & CIA S.A.,J-001169385,797,"$19,699,500",0,$0,797,"$19,699,500"
DOMINGUEZCONTINENTAL S.A.,J-002138211,636,"$63,508,418",0,$0,636,"$63,508,418"
DORALTEX C.A.,J-306138099,2,"$37,907",0,$0,2,"$37,907"
DORISA C.A.,J-313906344,4,"$422,181",0,$0,4,"$422,181"
DOS MUNDOS C.A.,J-315967570,257,"$63,075,279",0,$0,257,"$63,075,279"
"DOS RUEDAS COMERCILIZADORA BC, C.A.",J-311505873,110,"$10,637,811",0,$0,110,"$10,637,811"
DOS RUEDAS SERVICE C.A,J-300421678,115,"$32,575,077",0,$0,115,"$32,575,077"
DOTACIONES URBANAS C.A.,J-312191929,0,$0,0,$0,0,$0
DOTACIONES Y SUMINISTROS DE OCCIDENTE C.A.,J-307239077,60,"$1,330,994",0,$0,60,"$1,330,994"
DOUGLAS DE VENEZUELA C.A,J-001663070,251,"$61,779,440",0,$0,251,"$61,779,440"
DOVECO,J-306355405,113,"$4,864,549",0,$0,113,"$4,864,549"
DOW VENEZUELA C.A.,J-003051233,709,"$79,559,361",0,$0,709,"$79,559,361"
DOXER C.A.,J-309963910,95,"$3,414,667",0,$0,95,"$3,414,667"
DP WORLD TERMINAL BOULTON PUERTO CABELLO CA (ANTES CSX,J-075880439,424,"$8,902,127",0,$0,424,"$8,902,127"
"DR REDDYﾫS LABORATORIES LIMITED VENEZUELA, S.A.",J-316892689,256,"$33,759,334",0,$0,256,"$33,759,334"
DRAGO MAR IMPORT EXPORT C.A.,J-308430188,193,"$12,415,706",0,$0,193,"$12,415,706"
DREAM HOME,J-314998960,26,"$2,741,794",0,$0,26,"$2,741,794"
DREAM IMPORT,J-306183990,86,"$12,799,957",0,$0,86,"$12,799,957"
"DRESSER RAND DE VENEZUELA, S.A.",J-000197806,438,"$54,781,640",0,$0,438,"$54,781,640"
DRIFF C.A.,J-000953139,15,"$876,481",0,$0,15,"$876,481"
DRILLTEX DE VENEZUELA C.A,J-310612137,565,"$32,264,093",0,$0,565,"$32,264,093"
"DRIVES & MOTORS, S.A.",J-312667737,37,"$620,479",0,$0,37,"$620,479"
DROCOSCA C.A.,J-000118906,266,"$19,455,352",0,$0,266,"$19,455,352"
DROGUERIA ALQUIMIA C.A.,J-307808780,0,$0,0,$0,0,$0
"DROGUERIA CARIBE, S.A.",J-294913270,198,"$19,370,911",0,$0,198,"$19,370,911"
"DROGUERIA COBECA OCCIDENTE, C.A",J-070095008,41,"$4,860,740",0,$0,41,"$4,860,740"
"DROGUERIA COBECA ORIENTE, C.A.",J-300666204,9,"$2,396,192",0,$0,9,"$2,396,192"
"DROGUERIA DISTRIBUIDORA DE PRODUCTOS MEDICOS, C.A.",J-315163314,10,"$3,880,886",0,$0,10,"$3,880,886"
"DROGUERIA FARMACIENCIA, C.A.",J-310119007,0,$0,0,$0,0,$0
DROGUERIA HOSPITALARIA DE VENEZUELA C.A,J-316968260,0,$0,0,$0,0,$0
"DROGUERIA QUIMIMARKET, C.A.",J-303495990,8,"$87,848",0,$0,8,"$87,848"
DROGUERIA ZETA PHARMA ABC. C.A.,J-296414785,0,$0,0,$0,0,$0
DROQUERIA QUIMICA DE VENEZUELA C.A,J-294453767,0,$0,0,$0,0,$0
"DSM BROCHAS, C.A.",J-311106715,9,"$281,813",0,$0,9,"$281,813"
DSM NUTRITIONAL PRODUCTS VENEZUELA S.A.,J-308784540,2305,"$73,802,340",0,$0,2305,"$73,802,340"
"DTXS VENEZUELA, C.A.",J-315502470,1,"$11,434",0,$0,1,"$11,434"
DUDAMEL DE VENEZUELA C.A,J-302905494,49,"$1,720,855",0,$0,49,"$1,720,855"
DUEKAPPA IMPORT S.A.,J-304994559,3,"$85,071",0,$0,3,"$85,071"
DUPONT PERFORMANCE COATINGS VENEZUELA C.A.,J-000119023,5391,"$88,023,513",2,"$21,960,000",5393,"$109,983,513"
"DUPONT QU�MICA DE VENEZUELA, C.A",J-303065856,1379,"$74,309,042",0,$0,1379,"$74,309,042"
"DUROMAX, C.A",J-312571357,34,"$1,031,145",0,$0,34,"$1,031,145"
DURUM CORODUR DE VENEZUELA C.A.,J-305179140,36,"$1,297,695",0,$0,36,"$1,297,695"
"DUSALBA, C.A.",J-001708936,158,"$7,684,688",0,$0,158,"$7,684,688"
DUSSEL CENTER,J-314557874,13,"$657,615",0,$0,13,"$657,615"
"DUTCH ANTILLES EXPRESS BV, S.A.",J-316029220,0,$0,61,"$44,696,588",61,"$44,696,588"
DUTCH CARIBBEAN AIRLINE N.V.,J-308714828,0,$0,6,"$1,586,892",6,"$1,586,892"
"DUTY FREE AMERICAS, C.A.",J-308825743,162,"$12,408,907",0,$0,162,"$12,408,907"
"DVL SERVICIO Y REPRESENTACIONES, C.A.",J-310202273,202,"$6,091,063",0,$0,202,"$6,091,063"
"DYNAMIC PRINT VEN, S.A.",J-311025910,22,"$228,310",0,$0,22,"$228,310"
E KABEL PROJEKTS,J-309771027,98,"$6,671,458",0,$0,98,"$6,671,458"
"E-CAUCHOS, C.A",J-298346531,0,$0,0,$0,0,$0
"E.B. SERVI TECNOLOG�A PL�STICA, C.A.",J-310834954,86,"$8,070,348",0,$0,86,"$8,070,348"
E.C. MEDICAL,J-295376693,0,$0,0,$0,0,$0
"E.S.E. ACCESORIOS, C.A.",J-308925683,37,"$2,065,118",0,$0,37,"$2,065,118"
EAGLE SIGHT C.A.,J-314550195,21,"$5,381,244",0,$0,21,"$5,381,244"
EAGLEBURGMANN VENEZUELA C.A (ANTES BURGMANN DE VENEZUE,J-002487259,557,"$5,930,205",0,$0,557,"$5,930,205"
EASY PLAST C.A.,J-307983710,0,$0,0,$0,0,$0
"EATON ELECTRICAL, S.A.",J-000687501,2009,"$24,689,759",0,$0,2009,"$24,689,759"
"ECCO CHEMICAL TRADING, C.A.",J-299075515,0,$0,0,$0,0,$0
ECO IMPORT C.A.,J-311003959,2,"$96,804",0,$0,2,"$96,804"
ECO WILD C.A.,J-308060836,5,"$307,268",0,$0,5,"$307,268"
"ECOBELL CERAMICA, C.A",J-309530674,2,"$46,008",0,$0,2,"$46,008"
"ECOCULTIVOS LARVARIOS, C.A.",J-308050156,1,$29,0,$0,1,$29
ECOFILCA,J-311434828,4,"$253,349",0,$0,4,"$253,349"
"ECOLAB, S.A.",J-003497916,388,"$12,927,167",35,"$12,724,850",423,"$25,652,017"
"ECOLOGIA INTEGRAL ECOINCA, C.A",J-306608141,2,"$92,588",0,$0,2,"$92,588"
ECOLOGY MEDICAL C.A.,J-309614487,0,$0,0,$0,0,$0
ECONOMATO FERRETERO C.A.,J-306230122,41,"$1,814,424",0,$0,41,"$1,814,424"
"ECOPRINT, C.A",J-306982418,183,"$1,498,881",0,$0,183,"$1,498,881"
ECOS DIGITAL C.A,J-315137089,27,"$1,330,083",0,$0,27,"$1,330,083"
ECOSYSTEMA C.A.,J-308534730,2,$208,0,$0,2,$208
ECOTECH C.A.,J-315686775,18,"$30,623",0,$0,18,"$30,623"
"ECT MAQUINARIAS, C.A.",J-294986447,16,"$3,899,877",0,$0,16,"$3,899,877"
ED ASOCIADOS S.A,J-293916151,0,$0,0,$0,0,$0
"EDIC-VEN,C.A",J-307761296,1,"$7,215",0,$0,1,"$7,215"
EDICIONES  Z  C.A,J-003699810,6,"$23,553",0,$0,6,"$23,553"
EDICIONES B VENEZUELA S.A.,J-300309550,117,"$2,027,983",0,$0,117,"$2,027,983"
EDICIONES DELIA C.A.,J-2026219,16,"$397,228",0,$0,16,"$397,228"
EDICIONES EL REGIONAL C.A,J-085235884,1,"$7,899",0,$0,1,"$7,899"
"EDICIONES GE, C.A.",J-302221579,9,"$51,224",0,$0,9,"$51,224"
"EDICIONES GENTINHO, CA.",J-003534633,23,"$739,270",0,$0,23,"$739,270"
EDICIONES LAROUSSE DE VENEZUELA C.A.,J-003701629,184,"$9,509,129",1,"$1,111,922",185,"$10,621,051"
EDICIONES NOVA VENEZUELA S.A.,J-308100862,4,"$55,041",0,$0,4,"$55,041"
EDICIONES SIPAN,J-308849251,94,"$1,673,594",0,$0,94,"$1,673,594"
EDICIONES TECNICAS CA,J-313463060,8,"$1,032,434",0,$0,8,"$1,032,434"
EDICIONES URANO S.A.,J-003516570,37,"$3,094,051",0,$0,37,"$3,094,051"
EDICIONES WG,E-815037807,3,"$167,641",0,$0,3,"$167,641"
"EDIFICACIONES E INVERSIONES MARCACCIO,C.A.",J-090137416,44,"$4,620,444",0,$0,44,"$4,620,444"
EDIMPORT MATERIALES C.A.,J-303352901,139,"$11,524,571",0,$0,139,"$11,524,571"
"EDINTER CORP, S.A.",J-001123423,23,"$1,370,854",0,$0,23,"$1,370,854"
"EDIPERCA, C.A.",J-308839159,103,"$27,797,919",0,$0,103,"$27,797,919"
"EDITORES ORIENTALES, C.A.",J-080077369,92,"$23,838,396",0,$0,92,"$23,838,396"
"EDITORIAL  GENIO, C.A.",J-313198137,2,"$150,153",0,$0,2,"$150,153"
"EDITORIAL 2001, C.A",J-000830711,262,"$8,624,333",0,$0,262,"$8,624,333"
"EDITORIAL AGUSTIN LISBONA,C.A.",J-001734317,127,"$326,277",0,$0,127,"$326,277"
"EDITORIAL BERENGUER, C.A.",J-305699410,2,"$54,966",0,$0,2,"$54,966"
EDITORIAL BIEN VERAZ C.A,J-307108959,2,"$146,721",0,$0,2,"$146,721"
"EDITORIAL B�SQUEDA, C.A.",J-314512889,0,$0,1,$67,1,$67
EDITORIAL C.E.C,J-304488009,5,"$259,431",14,"$21,267",19,"$280,698"
EDITORIAL COMARPE INTERNACIONAL C.A,J-302417953,144,"$3,785,670",0,$0,144,"$3,785,670"
EDITORIAL EX LIBRIS C.A.,J-002095300,12,"$346,359",0,$0,12,"$346,359"
"EDITORIAL FUEGO  VIVO, C.A",J-308998990,0,$0,2,"$15,500",2,"$15,500"
"EDITORIAL GLOBE,C.A. (ANTES EDITORIAL GLOBE,S.A.)",J-003597589,27,"$2,560,648",0,$0,27,"$2,560,648"
"EDITORIAL INTERCIENCIAS 2004, C.A.",J-310956006,43,"$1,193,279",0,$0,43,"$1,193,279"
"EDITORIAL MACMILLAN DE VENEZUELA, S.A.",J-304448910,54,"$2,595,980",0,$0,54,"$2,595,980"
"EDITORIAL MEDICA PANAMERICANA, C.A.",J-001208356,89,"$3,913,889",0,$0,89,"$3,913,889"
EDITORIAL MELVIN C.A.,J-000646740,59,"$1,454,188",0,$0,59,"$1,454,188"
EDITORIAL METROPOLIS C.A.,J-001383689,13,"$4,475,567",0,$0,13,"$4,475,567"
"EDITORIAL MIRO, C.A.",J-3474711,4,"$76,324",0,$0,4,"$76,324"
"EDITORIAL NOTITARDE, C.A.",J-075741838,424,"$39,217,468",2,"$278,875",426,"$39,496,343"
"EDITORIAL NUEVA SENDA, C.A.",J-001839046,43,"$5,920,068",0,$0,43,"$5,920,068"
"EDITORIAL NUEVO DIA, C.A.",J-310613974,112,"$8,963,516",1,"$87,816",113,"$9,051,332"
"EDITORIAL OCEANO DE VENEZUELA, S.A.",J-003521590,82,"$5,511,012",1,"$160,357",83,"$5,671,369"
EDITORIAL PLANETA GRANDES PUBLICACIONES DE VZLA CA (ANTES,J-003335754,84,"$6,486,354",0,$0,84,"$6,486,354"
"EDITORIAL PLANETA VENEZOLANA, S.A.",J-000542295,526,"$25,435,319",0,$0,526,"$25,435,319"
"EDITORIAL POMAIRE VENEZUELA, S.A.",J-001111565,43,"$2,066,410",0,$0,43,"$2,066,410"
"EDITORIAL PRIMAVERA, C.A.",J-000591466,1017,"$87,600,952",0,$0,1017,"$87,600,952"
EDITORIAL PRODUCTORA Y PUBLICIDAD QUE PASA C.A,J-312824778,1,"$1,078,681",0,$0,1,"$1,078,681"
EDITORIAL QUORUM C.A,J-311381228,12,"$450,365",0,$0,12,"$450,365"
EDITORIAL R R C.A,J-296178127,7,"$1,290,122",0,$0,7,"$1,290,122"
EDITORIAL R.G. C.A.,J-301113381,1,"$41,556",0,$0,1,"$41,556"
"EDITORIAL ROMOR, C.A.",J-001242953,21,"$878,404",0,$0,21,"$878,404"
EDITORIAL SABANA C.A.,J-090138781,20,"$1,788,191",0,$0,20,"$1,788,191"
EDITORIAL SANTILLANA,J-001056130,160,"$14,250,021",16,"$10,934,621",176,"$25,184,642"
EDITORIAL TORBES C.A.,J-070059680,15,"$221,780",0,$0,15,"$221,780"
EDITORIAL TRILLAS,J-302418682,32,"$1,266,343",1,"$793,276",33,"$2,059,619"
EDSON C.A.,J-316284514,14,"$794,285",0,$0,14,"$794,285"
EDUCATIF C.A.,J-301990200,1,"$25,548",0,$0,1,"$25,548"
"EFECTOS DE ESCRITORIOS, C.A.",J-000122601,3,"$28,678",0,$0,3,"$28,678"
EGYPTIAN CORP C.A.,J-312284641,80,"$4,819,346",0,$0,80,"$4,819,346"
"EHCOPEK, S.A",J-070285508,3,"$14,971",0,$0,3,"$14,971"
"EIZMENDI IMPRESORES, C.A.",J-307340118,10,"$618,218",0,$0,10,"$618,218"
EKA CHEMICALS DE VENEZUELA CA,J-002812559,276,"$8,596,356",0,$0,276,"$8,596,356"
"EKIPA, C.A.",J-313200298,51,"$2,009,227",0,$0,51,"$2,009,227"
EL AMANECER C.A,J-065090375,48,"$3,503,408",0,$0,48,"$3,503,408"
"EL BICICLETERO, C.A.",J-300178129,3,"$96,521",0,$0,3,"$96,521"
EL BODEGON DE LA CERAMICA,J-307602783,96,"$2,262,507",0,$0,96,"$2,262,507"
"EL CALIFA, C.A.",J-303647227,39,"$1,562,418",0,$0,39,"$1,562,418"
"EL CAMERINO MAQUILLAJE, C.A",J-300648370,19,"$157,320",0,$0,19,"$157,320"
"EL CLON ELECTRONICﾫS, C. A.",J-310531412,100,"$8,042,421",0,$0,100,"$8,042,421"
EL CONUCO C. A.,J-293856221,6,"$1,530,919",0,$0,6,"$1,530,919"
"EL COSTO, C.A.",J-294023878,2,"$261,726",0,$0,2,"$261,726"
"EL CREPUSCULO DE JUAN GRIEGO, CA",J-065004053,71,"$3,146,572",0,$0,71,"$3,146,572"
"EL ECONOMATO DE MARGARITA, C.A.",J-065097507,124,"$7,342,572",0,$0,124,"$7,342,572"
EL EMPERADOR C.A.,J-300075010,26,"$3,320,267",0,$0,26,"$3,320,267"
EL EMPORIO DE LAS TELAS C.A.,J-309637673,112,"$9,386,482",0,$0,112,"$9,386,482"
"EL GALPON DE LA CERAMICA,C.A.",J-304697678,39,"$764,202",0,$0,39,"$764,202"
"EL GALPON DE LOS CAUCHOS, C.A.",J-301653661,3,"$153,259",0,$0,3,"$153,259"
EL GORDO Y EL FLACO CAR-AUDIO C. A.,J-313621307,1,"$5,505",0,$0,1,"$5,505"
EL GORILA,J-312305045,169,"$28,445,414",0,$0,169,"$28,445,414"
EL GRAN BODEGON PAISA C.A.,J-296183554,28,"$12,237,800",0,$0,28,"$12,237,800"
EL GRAN MAYOR DE LA ROPA INTIMA 2001 C.A.,J-306879552,0,$0,0,$0,0,$0
EL GRANERO DE LA CALLE 600 C. A.,J-310696489,13,"$398,059",0,$0,13,"$398,059"
"EL GRUPO MARUMA, C.A.",J-308032093,6,"$1,229,102",0,$0,6,"$1,229,102"
EL GUAYABO C.A.,J-065091770,14,"$303,307",0,$0,14,"$303,307"
EL IMPERIO AWADA C.A,J-306306358,275,"$12,055,032",0,$0,275,"$12,055,032"
EL IMPERIO DEL BLUMER C.A.,J-310128421,1,"$4,924",0,$0,1,"$4,924"
EL INFORMADOR C.A.,J-085006419,26,"$9,004,084",0,$0,26,"$9,004,084"
EL KING,J-065046708,39,"$343,616",0,$0,39,"$343,616"
EL MACHETAZO,J-314873989,61,"$8,853,048",0,$0,61,"$8,853,048"
EL MAGNIFICO KIDS CA,J-295631880,0,$0,0,$0,0,$0
EL MANDARIN C.A.,J-300114333,105,"$4,419,582",0,$0,105,"$4,419,582"
EL MANDATARIO,J-314023390,8,"$2,631,300",0,$0,8,"$2,631,300"
EL MARCHANTE,J-065005262,5,"$409,964",0,$0,5,"$409,964"
"EL MEDIO ORIENTE PARAGUANERO, C.A",J-316011763,20,"$5,030,438",0,$0,20,"$5,030,438"
"EL MEGA OFERTAZO, C.A",J-294699731,0,$0,0,$0,0,$0
"EL MINI CENTRO, C.A.",J-309023381,126,"$29,477,459",0,$0,126,"$29,477,459"
EL MONO CIBERNﾃTICO CYBER SIMIUS C.A.,J-311044450,36,"$3,012,672",0,$0,36,"$3,012,672"
"EL MOTOR AMERICANO, C.A.",J-000123896,205,"$6,725,832",0,$0,205,"$6,725,832"
EL MUNDO DE LA ELECTRONICA,J-314638262,67,"$8,416,450",0,$0,67,"$8,416,450"
"EL MUNDO DE LA NAVIDAD GRUPO SV, C.A.",J-311325964,160,"$9,706,100",0,$0,160,"$9,706,100"
"EL MUNDO DE LAS CHINITAS, C.A",J-312145404,105,"$39,890,845",0,$0,105,"$39,890,845"
"EL MUNDO DE LOS ARTEFACTOS, C.A",J-311740112,109,"$34,858,383",0,$0,109,"$34,858,383"
"EL MUNDO DE LOS ELECTRODOMESTICOS DE PUNTO FIJO, C.A",J-316148874,11,"$1,473,823",0,$0,11,"$1,473,823"
"EL MUNDO DEL MOTOR ELECTRICO, C.A.",J-302779944,21,"$398,617",0,$0,21,"$398,617"
"EL MUNDO DEL MUEBLE, C.A.",J-315569825,2,"$311,231",0,$0,2,"$311,231"
EL OFERTON DEL PUEBLO C.A.,J-309220225,2,"$177,864",0,$0,2,"$177,864"
EL PAIS TELEVISION C.A.,J-302439540,2,"$193,702",0,$0,2,"$193,702"
"EL PALACIO DE LA LYCRA, C.A.",J-308351806,17,"$1,053,103",0,$0,17,"$1,053,103"
EL PALACIO DE LAS NEVERAS C.A.,J-309553925,21,"$1,403,925",0,$0,21,"$1,403,925"
"EL PALACIO DEL PANTY, C.A.",J-306720464,5,"$289,258",0,$0,5,"$289,258"
